name,exterior,statTrak,souvenir,lowestPrice,marketHashName,quantity,dopplerClassName
Sealed Graffiti | Goofy (SWAT Blue),,False,False,0.21,Sealed Graffiti | Goofy (SWAT Blue),62,
MP9 | Mount Fuji,FIELD_TESTED,True,False,9.35,StatTrak™ MP9 | Mount Fuji (Field-Tested),62,
Sealed Graffiti | Goofy (Jungle Green),,False,False,0.32,Sealed Graffiti | Goofy (Jungle Green),62,
P90 | Wave Breaker,FIELD_TESTED,False,False,0.3,P90 | Wave Breaker (Field-Tested),62,
Pigeon Master,,False,False,0.76,Sticker | Pigeon Master,62,
P250 | Drought,FACTORY_NEW,False,True,0.5,Souvenir P250 | Drought (Factory New),62,
Sticker | Extermination,,False,False,0.4,Sticker | Extermination,61,
Sticker | FaZe Clan (Holo) | Paris 2023,,False,False,2.95,Sticker | FaZe Clan (Holo) | Paris 2023,61,
Sticker | Team Liquid (Glitter) | Antwerp 2022,,False,False,0.29,Sticker | Team Liquid (Glitter) | Antwerp 2022,61,
MAC-10 | Light Box,MINIMAL_WEAR,False,False,0.11,MAC-10 | Light Box (Minimal Wear),61,
Sticker | Incineration (Holo),,False,False,4.93,Sticker | Incineration (Holo),61,
Sticker | Natus Vincere (Glitter) | Rio 2022,,False,False,0.22,Sticker | Natus Vincere (Glitter) | Rio 2022,61,
MP7 | Bloodsport,FIELD_TESTED,False,False,1.89,MP7 | Bloodsport (Field-Tested),61,
Sticker | Fnatic (Holo) | Paris 2023,,False,False,1.88,Sticker | Fnatic (Holo) | Paris 2023,61,
USP-S | Ticket to Hell,MINIMAL_WEAR,False,False,0.86,USP-S | Ticket to Hell (Minimal Wear),61,
M4A1-S | Fizzy POP,FIELD_TESTED,False,False,2.36,M4A1-S | Fizzy POP (Field-Tested),61,
Sealed Graffiti | Grimace (Cash Green),,False,False,0.15,Sealed Graffiti | Grimace (Cash Green),60,
Sticker | MOUZ (Holo) | Paris 2023,,False,False,3.64,Sticker | MOUZ (Holo) | Paris 2023,60,
M249 | Contrast Spray,FIELD_TESTED,False,False,0.27,M249 | Contrast Spray (Field-Tested),60,
SSG 08 | Dezastre,MINIMAL_WEAR,False,False,0.11,SSG 08 | Dezastre (Minimal Wear),60,
Glock-18 | Off World,MINIMAL_WEAR,False,False,0.49,Glock-18 | Off World (Minimal Wear),60,
Sticker | MOUZ (Foil) | Austin 2025,,False,False,0.38,Sticker | MOUZ (Foil) | Austin 2025,60,
MP5-SD | Savannah Halftone,WELL_WORN,False,False,0.22,MP5-SD | Savannah Halftone (Well-Worn),60,
Sticker | KEi (Glitter) | Paris 2023,,False,False,1.99,Sticker | KEi (Glitter) | Paris 2023,60,
Sticker | Great Wave,,False,False,2.28,Sticker | Great Wave,60,
Galil AR | Signal,FIELD_TESTED,False,False,0.45,Galil AR | Signal (Field-Tested),60,
AWP | Atheris,FIELD_TESTED,False,False,4.5,AWP | Atheris (Field-Tested),60,
Sticker | FURIA (Holo) | Paris 2023,,False,False,6.21,Sticker | FURIA (Holo) | Paris 2023,60,
Galil AR | NV,MINIMAL_WEAR,False,False,0.88,Galil AR | NV (Minimal Wear),60,
Sticker | forZe eSports | Berlin 2019,,False,False,0.3,Sticker | forZe eSports | Berlin 2019,60,
USP-S | Tropical Breeze,FACTORY_NEW,False,False,7.87,USP-S | Tropical Breeze (Factory New),59,
Sticker | Baby Cerberus,,False,False,0.13,Sticker | Baby Cerberus,59,
Sticker | CR4ZY | Berlin 2019,,False,False,0.8,Sticker | CR4ZY | Berlin 2019,59,
MP7 | Cirrus,FACTORY_NEW,False,False,0.93,MP7 | Cirrus (Factory New),59,
Sticker | Vitality (Glitter) | Shanghai 2024,,False,False,0.4,Sticker | Vitality (Glitter) | Shanghai 2024,59,
"StatTrak™ Music Kit | The Verkkars, EZ4ENCE",,False,False,4.66,"Music Kit | The Verkkars, EZ4ENCE",59,
Sticker | MIBR (Glitter) | Shanghai 2024,,False,False,0.32,Sticker | MIBR (Glitter) | Shanghai 2024,59,
Sticker | Too Old for This,,False,False,0.94,Sticker | Too Old for This,59,
MLG Columbus 2016 Legends (Holo/Foil),,False,False,48.0,MLG Columbus 2016 Legends (Holo-Foil),59,
Sealed Graffiti | Smarmy (Monster Purple),,False,False,0.52,Sealed Graffiti | Smarmy (Monster Purple),59,
Sealed Genesis Terminal,,False,False,1.46,Sealed Genesis Terminal,59,
Sticker | Boom Trail,,False,False,0.38,Sticker | Boom Trail,59,
AWP | Mortis,FIELD_TESTED,False,False,1.89,AWP | Mortis (Field-Tested),59,
M249 | Spectrogram,MINIMAL_WEAR,False,False,0.64,M249 | Spectrogram (Minimal Wear),59,
MP7 | Just Smile,FIELD_TESTED,False,False,0.49,MP7 | Just Smile (Field-Tested),58,
XM1014 | Hieroglyph,FACTORY_NEW,False,False,0.32,XM1014 | Hieroglyph (Factory New),58,
AWP | Duality,MINIMAL_WEAR,False,False,3.97,AWP | Duality (Minimal Wear),58,
CZ75-Auto | Circaetus,BATTLE_SCARRED,False,False,0.11,CZ75-Auto | Circaetus (Battle-Scarred),58,
Sealed Graffiti | Goofy (Blood Red),,False,False,0.42,Sealed Graffiti | Goofy (Blood Red),58,
M4A1-S | Flashback,WELL_WORN,False,False,0.34,M4A1-S | Flashback (Well-Worn),58,
Glove Case Key,,False,False,18.8,Glove Case Key,58,
R8 Revolver | Blaze,FACTORY_NEW,False,False,4.55,R8 Revolver | Blaze (Factory New),58,
Sticker | broky | Antwerp 2022,,False,False,0.19,Sticker | broky | Antwerp 2022,58,
MAG-7 | Storm,FIELD_TESTED,False,False,0.28,MAG-7 | Storm (Field-Tested),58,
Stockholm 2021 Legends Patch Pack,,False,False,9.79,Stockholm 2021 Legends Patch Pack,58,
Antwerp 2022 Nuke Souvenir Package,,False,False,2.37,Antwerp 2022 Nuke Souvenir Package,58,
SG 553 | Dragon Tech,BATTLE_SCARRED,False,False,0.18,SG 553 | Dragon Tech (Battle-Scarred),58,
G3SG1 | Ancient Ritual,FIELD_TESTED,False,False,2.45,G3SG1 | Ancient Ritual (Field-Tested),58,
Tec-9 | Bamboozle,FIELD_TESTED,False,False,0.3,Tec-9 | Bamboozle (Field-Tested),58,
Witchcraft,,False,False,0.66,Sticker | Witchcraft,58,
Desert Eagle | Mulberry,FIELD_TESTED,False,False,7.49,Desert Eagle | Mulberry (Field-Tested),58,
AWP | PAW,FIELD_TESTED,False,False,1.42,AWP | PAW (Field-Tested),58,
MP7 | Just Smile,WELL_WORN,False,False,0.37,MP7 | Just Smile (Well-Worn),58,
SG 553 | Heavy Metal,BATTLE_SCARRED,False,False,0.12,SG 553 | Heavy Metal (Battle-Scarred),57,
P90 | Nostalgia,FIELD_TESTED,False,False,3.59,P90 | Nostalgia (Field-Tested),57,
AK-47 | Neon Revolution,MINIMAL_WEAR,False,False,37.21,AK-47 | Neon Revolution (Minimal Wear),57,
SCAR-20 | Poultrygeist,FACTORY_NEW,False,False,0.8,SCAR-20 | Poultrygeist (Factory New),57,
M4A1-S | Nitro,BATTLE_SCARRED,False,False,0.16,M4A1-S | Nitro (Battle-Scarred),57,
Galil AR | Chromatic Aberration,FIELD_TESTED,False,False,2.05,Galil AR | Chromatic Aberration (Field-Tested),57,
Combine Helmet Pin,,False,False,4.69,Combine Helmet Pin,57,
Sticker | Web Stuck (Holo),,False,False,2.98,Sticker | Web Stuck (Holo),57,
Sticker | Grayhound Gaming (Glitter) | Rio 2022,,False,False,0.15,Sticker | Grayhound Gaming (Glitter) | Rio 2022,57,
M4A4 | Magnesium,MINIMAL_WEAR,False,False,0.71,M4A4 | Magnesium (Minimal Wear),57,
Sticker | karrigan (Glitter) | Antwerp 2022,,False,False,0.21,Sticker | karrigan (Glitter) | Antwerp 2022,57,
Katowice 2019 Returning Challengers Autograph Capsule,,False,False,6.16,Katowice 2019 Returning Challengers Autograph Capsule,57,
USP-S | Black Lotus,FIELD_TESTED,True,False,5.11,StatTrak™ USP-S | Black Lotus (Field-Tested),56,
R8 Revolver | Amber Fade,MINIMAL_WEAR,False,False,0.48,R8 Revolver | Amber Fade (Minimal Wear),56,
R8 Revolver | Banana Cannon,BATTLE_SCARRED,False,False,0.15,R8 Revolver | Banana Cannon (Battle-Scarred),56,
PP-Bizon | Judgement of Anubis,FIELD_TESTED,False,False,3.16,PP-Bizon | Judgement of Anubis (Field-Tested),56,
Sticker | kennyS | Berlin 2019,,False,False,1.99,Sticker | kennyS | Berlin 2019,56,
Sticker | Cloud9 | Boston 2018,,False,False,3.18,Sticker | Cloud9 | Boston 2018,56,
P2000 | Ivory,FIELD_TESTED,True,False,0.21,StatTrak™ P2000 | Ivory (Field-Tested),56,
Sticker | Surf's Up,,False,False,0.12,Sticker | Surf's Up,56,
Nova | Candy Apple,MINIMAL_WEAR,False,False,0.2,Nova | Candy Apple (Minimal Wear),56,
Galil AR | Connexion,BATTLE_SCARRED,False,False,0.17,Galil AR | Connexion (Battle-Scarred),56,
Glock-18 | Water Elemental,FIELD_TESTED,False,False,4.51,Glock-18 | Water Elemental (Field-Tested),56,
AWP | Safari Mesh,MINIMAL_WEAR,False,False,0.56,AWP | Safari Mesh (Minimal Wear),56,
Sticker | VINI (Glitter) | Rio 2022,,False,False,0.35,Sticker | VINI (Glitter) | Rio 2022,56,
Sticker | jks | Berlin 2019,,False,False,0.21,Sticker | jks | Berlin 2019,56,
Sticker | Imperial Esports (Glitter) | Antwerp 2022,,False,False,0.83,Sticker | Imperial Esports (Glitter) | Antwerp 2022,56,
Sticker | device (Holo) | Stockholm 2021,,False,False,4.69,Sticker | device (Holo) | Stockholm 2021,56,
Sealed Graffiti | Grimace (Monster Purple),,False,False,0.19,Sealed Graffiti | Grimace (Monster Purple),56,
MP5-SD | Nitro,FIELD_TESTED,False,False,4.11,MP5-SD | Nitro (Field-Tested),56,
M4A1-S | Black Lotus,MINIMAL_WEAR,False,False,12.7,M4A1-S | Black Lotus (Minimal Wear),56,
Sticker | Ninjas in Pyjamas | Berlin 2019,,False,False,1.17,Sticker | Ninjas in Pyjamas | Berlin 2019,56,
P250 | Cassette,FACTORY_NEW,False,False,0.55,P250 | Cassette (Factory New),56,
Sticker | hampus (Holo) | Stockholm 2021,,False,False,0.64,Sticker | hampus (Holo) | Stockholm 2021,55,
AWP | Acheron,MINIMAL_WEAR,False,False,0.95,AWP | Acheron (Minimal Wear),55,
Sticker | Syman Gaming | Berlin 2019,,False,False,0.62,Sticker | Syman Gaming | Berlin 2019,55,
AWP | Acheron,FIELD_TESTED,False,False,0.28,AWP | Acheron (Field-Tested),55,
MAC-10 | Allure,BATTLE_SCARRED,False,False,0.15,MAC-10 | Allure (Battle-Scarred),55,
Sticker | VINI (Glitter) | Copenhagen 2024,,False,False,0.15,Sticker | VINI (Glitter) | Copenhagen 2024,55,
Patch | City 17,,False,False,0.39,Patch | City 17,55,
Desert Eagle | Bronze Deco,MINIMAL_WEAR,True,False,3.9,StatTrak™ Desert Eagle | Bronze Deco (Minimal Wear),55,
I Conquered,,False,False,0.98,Sticker | I Conquered,55,
Sticker | tabseN | Katowice 2019,,False,False,0.32,Sticker | tabseN | Katowice 2019,55,
MP9 | Starlight Protector,FIELD_TESTED,False,False,2.34,MP9 | Starlight Protector (Field-Tested),55,
AK-47 | Slate,MINIMAL_WEAR,False,False,6.0,AK-47 | Slate (Minimal Wear),55,
Desert Eagle | Oxide Blaze,FACTORY_NEW,False,False,1.24,Desert Eagle | Oxide Blaze (Factory New),54,
Sticker | KSCERATO (Glitter) | Rio 2022,,False,False,0.25,Sticker | KSCERATO (Glitter) | Rio 2022,54,
Sticker | ENCE | Berlin 2019,,False,False,0.39,Sticker | ENCE | Berlin 2019,54,
Sticker | ropz (Champion) | Austin 2025,,False,False,0.4,Sticker | ropz (Champion) | Austin 2025,54,
AWP | Chromatic Aberration,FIELD_TESTED,False,False,6.48,AWP | Chromatic Aberration (Field-Tested),54,
G3SG1 | Dream Glade,BATTLE_SCARRED,False,False,0.14,G3SG1 | Dream Glade (Battle-Scarred),54,
Sticker | HObbit | Stockholm 2021,,False,False,0.16,Sticker | HObbit | Stockholm 2021,54,
MAG-7 | Resupply,MINIMAL_WEAR,False,False,0.1,MAG-7 | Resupply (Minimal Wear),54,
Krakow 2017 Legends (Holo/Foil),,False,False,23.91,Krakow 2017 Legends (Holo-Foil),54,
Sticker | EliGE (Glitter) | Antwerp 2022,,False,False,0.12,Sticker | EliGE (Glitter) | Antwerp 2022,54,
M4A4 | Converter,FACTORY_NEW,False,False,4.34,M4A4 | Converter (Factory New),54,
MAC-10 | Light Box,FIELD_TESTED,True,False,0.15,StatTrak™ MAC-10 | Light Box (Field-Tested),54,
MP7 | Mischief,FIELD_TESTED,False,False,0.18,MP7 | Mischief (Field-Tested),54,
Sticker | ropz (Glitter) | Antwerp 2022,,False,False,0.25,Sticker | ropz (Glitter) | Antwerp 2022,54,
MAC-10 | Sakkaku,BATTLE_SCARRED,False,False,0.15,MAC-10 | Sakkaku (Battle-Scarred),54,
Desert Eagle | Serpent Strike,FIELD_TESTED,False,False,0.3,Desert Eagle | Serpent Strike (Field-Tested),54,
Sticker | nitr0 (Glitter) | Rio 2022,,False,False,0.29,Sticker | nitr0 (Glitter) | Rio 2022,54,
Sawed-Off | Sage Spray,FIELD_TESTED,False,False,0.26,Sawed-Off | Sage Spray (Field-Tested),54,
PP-Bizon | Judgement of Anubis,MINIMAL_WEAR,False,False,4.98,PP-Bizon | Judgement of Anubis (Minimal Wear),54,
Glock-18 | Teal Graf,FIELD_TESTED,False,False,0.55,Glock-18 | Teal Graf (Field-Tested),53,
Five-SeveN | Withered Vine,FACTORY_NEW,False,True,0.26,Souvenir Five-SeveN | Withered Vine (Factory New),53,
R8 Revolver | Crazy 8,FIELD_TESTED,True,False,0.49,StatTrak™ R8 Revolver | Crazy 8 (Field-Tested),53,
Sticker | shox (Holo) | Stockholm 2021,,False,False,2.32,Sticker | shox (Holo) | Stockholm 2021,53,
Sealed Graffiti | Grimace (Brick Red),,False,False,0.18,Sealed Graffiti | Grimace (Brick Red),53,
SK Gaming | Cologne 2016,,False,False,4.85,Sticker | SK Gaming | Cologne 2016,53,
P250 | Metallic DDPAT,FACTORY_NEW,False,False,0.66,P250 | Metallic DDPAT (Factory New),53,
SSG 08 | Mainframe 001,MINIMAL_WEAR,True,False,0.2,StatTrak™ SSG 08 | Mainframe 001 (Minimal Wear),53,
Sticker | s1mple (Holo) | Stockholm 2021,,False,False,2.27,Sticker | s1mple (Holo) | Stockholm 2021,53,
USP-S | Check Engine,FACTORY_NEW,False,False,1.97,USP-S | Check Engine (Factory New),53,
Sealed Graffiti | Goofy (War Pig Pink),,False,False,0.4,Sealed Graffiti | Goofy (War Pig Pink),53,
CS:GO Weapon Case,,False,False,83.99,CS:GO Weapon Case,53,
FAMAS | Halftone Wash,MINIMAL_WEAR,False,False,0.95,FAMAS | Halftone Wash (Minimal Wear),53,
Sticker | MIBR (Glitter) | Antwerp 2022,,False,False,0.16,Sticker | MIBR (Glitter) | Antwerp 2022,53,
"Sticker | Run T, Run",,False,False,0.11,"Sticker | Run T, Run",53,
Stay Frosty,,False,False,1.99,Sticker | Stay Frosty,53,
'The Doctor' Romanov | Sabre,,False,False,19.94,'The Doctor' Romanov | Sabre,53,
Sticker | headtr1ck (Holo) | Paris 2023,,False,False,0.29,Sticker | headtr1ck (Holo) | Paris 2023,52,
Sticker | INTZ E-SPORTS CLUB | Berlin 2019,,False,False,0.9,Sticker | INTZ E-SPORTS CLUB | Berlin 2019,52,
Sealed Graffiti | Goofy (Tiger Orange),,False,False,0.24,Sealed Graffiti | Goofy (Tiger Orange),52,
Sticker | FURIA (Glitter) | Rio 2022,,False,False,0.28,Sticker | FURIA (Glitter) | Rio 2022,52,
USP-S | Cortex,MINIMAL_WEAR,False,False,4.37,USP-S | Cortex (Minimal Wear),52,
AWP | Capillary,MINIMAL_WEAR,False,False,0.72,AWP | Capillary (Minimal Wear),52,
Sticker | Taste Bud,,False,False,0.35,Sticker | Taste Bud,52,
Sticker | Team Spirit (Glitter) | Rio 2022,,False,False,0.25,Sticker | Team Spirit (Glitter) | Rio 2022,52,
AK-47 | Rat Rod,FIELD_TESTED,False,False,3.24,AK-47 | Rat Rod (Field-Tested),52,
PP-Bizon | Night Riot,FACTORY_NEW,False,False,0.39,PP-Bizon | Night Riot (Factory New),52,
Sealed Graffiti | Broken Heart (Monarch Blue),,False,False,1.69,Sealed Graffiti | Broken Heart (Monarch Blue),52,
Glock-18 | Bunsen Burner,FIELD_TESTED,False,False,0.48,Glock-18 | Bunsen Burner (Field-Tested),52,
Sticker | Fnatic (Foil) | 2020 RMR,,False,False,1.4,Sticker | Fnatic (Foil) | 2020 RMR,52,
Sticker | KSCERATO (Glitter) | Antwerp 2022,,False,False,0.29,Sticker | KSCERATO (Glitter) | Antwerp 2022,52,
MP7 | Urban Hazard,FIELD_TESTED,False,False,0.1,MP7 | Urban Hazard (Field-Tested),52,
XM1014 | Irezumi,MINIMAL_WEAR,False,False,0.11,XM1014 | Irezumi (Minimal Wear),52,
AWP | Atheris,MINIMAL_WEAR,False,False,8.0,AWP | Atheris (Minimal Wear),52,
Sticker | paiN Gaming (Glitter) | Copenhagen 2024,,False,False,0.26,Sticker | paiN Gaming (Glitter) | Copenhagen 2024,52,
CS:GO Case Key,,False,False,9.99,CS:GO Case Key,52,
Sticker | Gambit Gaming (Foil) | Stockholm 2021,,False,False,1.51,Sticker | Gambit Gaming (Foil) | Stockholm 2021,52,
R8 Revolver | Crazy 8,FACTORY_NEW,True,False,6.0,StatTrak™ R8 Revolver | Crazy 8 (Factory New),51,
Sticker | dav1g (Glitter) | Copenhagen 2024,,False,False,0.3,Sticker | dav1g (Glitter) | Copenhagen 2024,51,
Sealed Graffiti | Goofy (Frog Green),,False,False,1.04,Sealed Graffiti | Goofy (Frog Green),51,
Patch | Metal Distinguished Master Guardian,,False,False,1.33,Patch | Metal Distinguished Master Guardian,51,
R8 Revolver | Crazy 8,BATTLE_SCARRED,False,False,0.17,R8 Revolver | Crazy 8 (Battle-Scarred),51,
FAMAS | Rapid Eye Movement,FIELD_TESTED,False,False,0.91,FAMAS | Rapid Eye Movement (Field-Tested),51,
AK-47 | Slate,BATTLE_SCARRED,False,False,2.92,AK-47 | Slate (Battle-Scarred),51,
MP9 | Buff Blue,MINIMAL_WEAR,False,False,0.25,MP9 | Buff Blue (Minimal Wear),51,
Sticker | Hobbit (Glitter) | Antwerp 2022,,False,False,0.7,Sticker | Hobbit (Glitter) | Antwerp 2022,51,
Patch | Metal Legendary Eagle Master,,False,False,1.89,Patch | Metal Legendary Eagle Master,51,
Dual Berettas | Dualing Dragons,FIELD_TESTED,False,False,0.19,Dual Berettas | Dualing Dragons (Field-Tested),51,
MP7 | Abyssal Apparition,FIELD_TESTED,False,False,0.92,MP7 | Abyssal Apparition (Field-Tested),51,
Sticker | tonyblack (Foil) | London 2018,,False,False,135.0,Sticker | tonyblack (Foil) | London 2018,50,
Sticker | Boombl4 (Holo) | Stockholm 2021,,False,False,0.55,Sticker | Boombl4 (Holo) | Stockholm 2021,50,
MAG-7 | Monster Call,MINIMAL_WEAR,False,False,0.62,MAG-7 | Monster Call (Minimal Wear),50,
Dual Berettas | Colony,MINIMAL_WEAR,False,False,0.19,Dual Berettas | Colony (Minimal Wear),50,
Operation Breakout Case Key,,False,False,39.9,Operation Breakout Case Key,50,
MP7 | Prey,FIELD_TESTED,False,False,0.47,MP7 | Prey (Field-Tested),50,
AUG | Sweeper,MINIMAL_WEAR,False,False,0.15,AUG | Sweeper (Minimal Wear),50,
AK-47 | Aquamarine Revenge,FIELD_TESTED,False,False,33.99,AK-47 | Aquamarine Revenge (Field-Tested),50,
P2000 | Ivory,FIELD_TESTED,False,False,0.1,P2000 | Ivory (Field-Tested),50,
Patch | Chicken Lover,,False,False,2.68,Patch | Chicken Lover,50,
Sticker | North | Berlin 2019,,False,False,0.8,Sticker | North | Berlin 2019,50,
Sticker | Glare,,False,False,0.14,Sticker | Glare,50,
Dual Berettas | Elite 1.6,FACTORY_NEW,False,False,1.1,Dual Berettas | Elite 1.6 (Factory New),50,
Five-SeveN | Boost Protocol,FIELD_TESTED,True,False,6.99,StatTrak™ Five-SeveN | Boost Protocol (Field-Tested),50,
Sealed Graffiti | Rly (Monster Purple),,False,False,0.25,Sealed Graffiti | Rly (Monster Purple),50,
AWP | Pit Viper,MINIMAL_WEAR,False,False,2.95,AWP | Pit Viper (Minimal Wear),50,
P2000 | Wicked Sick,FIELD_TESTED,False,False,0.97,P2000 | Wicked Sick (Field-Tested),50,
SG 553 | Darkwing,WELL_WORN,False,False,0.24,SG 553 | Darkwing (Well-Worn),50,
USP-S | Monster Mashup,FIELD_TESTED,False,False,23.98,USP-S | Monster Mashup (Field-Tested),49,
Sawed-Off | Zander,FIELD_TESTED,False,False,0.24,Sawed-Off | Zander (Field-Tested),49,
P250 | Iron Clad,FIELD_TESTED,False,False,0.24,P250 | Iron Clad (Field-Tested),49,
P90 | Grim,FACTORY_NEW,False,False,0.5,P90 | Grim (Factory New),49,
MP7 | Astrolabe,WELL_WORN,False,False,0.57,MP7 | Astrolabe (Well-Worn),49,
Sticker | Scorch Loop (Reverse),,False,False,0.37,Sticker | Scorch Loop (Reverse),49,
MAG-7 | BI83 Spectrum,FIELD_TESTED,True,False,2.03,StatTrak™ MAG-7 | BI83 Spectrum (Field-Tested),49,
Sticker | paiN Gaming (Glitter) | Paris 2023,,False,False,0.24,Sticker | paiN Gaming (Glitter) | Paris 2023,49,
Sticker | Imperial Esports (Foil) | Austin 2025,,False,False,0.93,Sticker | Imperial Esports (Foil) | Austin 2025,49,
Galil AR | Destroyer,FACTORY_NEW,False,False,0.3,Galil AR | Destroyer (Factory New),49,
M4A1-S | Glitched Paint,FIELD_TESTED,False,False,8.0,M4A1-S | Glitched Paint (Field-Tested),49,
P90 | Module,FACTORY_NEW,False,False,2.09,P90 | Module (Factory New),49,
AUG | Amber Fade,FIELD_TESTED,False,False,1.91,AUG | Amber Fade (Field-Tested),49,
MP9 | Old Roots,FACTORY_NEW,False,True,0.1,Souvenir MP9 | Old Roots (Factory New),49,
Winter Offensive Case Key,,False,False,13.99,Winter Offensive Case Key,49,
Glock-18 | Moonrise,MINIMAL_WEAR,False,False,1.19,Glock-18 | Moonrise (Minimal Wear),49,
Glock-18 | Moonrise,FIELD_TESTED,True,False,1.13,StatTrak™ Glock-18 | Moonrise (Field-Tested),49,
SSG 08 | Rapid Transit,FIELD_TESTED,False,False,0.8,SSG 08 | Rapid Transit (Field-Tested),49,
G3SG1 | VariCamo,FIELD_TESTED,False,False,0.11,G3SG1 | VariCamo (Field-Tested),49,
PP-Bizon | Cold Cell,FACTORY_NEW,False,False,0.7,PP-Bizon | Cold Cell (Factory New),49,
Sticker | CR4ZY (Holo) | Berlin 2019,,False,False,10.17,Sticker | CR4ZY (Holo) | Berlin 2019,49,
M4A4 | Poly Mag,FIELD_TESTED,True,False,0.11,StatTrak™ M4A4 | Poly Mag (Field-Tested),49,
"Sticker | fame (Glitter, Champion) | Rio 2022",,False,False,0.28,"Sticker | fame (Glitter, Champion) | Rio 2022",49,
Sticker | Boombl4 (Glitter) | Copenhagen 2024,,False,False,0.55,Sticker | Boombl4 (Glitter) | Copenhagen 2024,49,
PP-Bizon | Runic,MINIMAL_WEAR,True,False,0.2,StatTrak™ PP-Bizon | Runic (Minimal Wear),48,
Sticker | noway (Glitter) | Copenhagen 2024,,False,False,0.3,Sticker | noway (Glitter) | Copenhagen 2024,48,
Sticker | Aleksib (Glitter) | Copenhagen 2024,,False,False,0.14,Sticker | Aleksib (Glitter) | Copenhagen 2024,48,
SSG 08 | Halftone Whorl,MINIMAL_WEAR,False,False,0.51,SSG 08 | Halftone Whorl (Minimal Wear),48,
StatTrak™ Dual Berettas | Shred,FACTORY_NEW,False,False,0.59,Dual Berettas | Shred (Factory New),48,
Sticker | Zeus | Berlin 2019,,False,False,0.1,Sticker | Zeus | Berlin 2019,48,
Antwerp 2022 Dust II Souvenir Package,,False,False,4.86,Antwerp 2022 Dust II Souvenir Package,48,
Community Graffiti Box 1,,False,False,0.95,Community Graffiti Box 1,48,
Desert Eagle | Bronze Deco,FIELD_TESTED,True,False,0.5,StatTrak™ Desert Eagle | Bronze Deco (Field-Tested),48,
Desert Eagle | Bronze Deco,MINIMAL_WEAR,False,False,0.22,Desert Eagle | Bronze Deco (Minimal Wear),48,
Sticker | HellRaisers | Berlin 2019,,False,False,2.86,Sticker | HellRaisers | Berlin 2019,48,
Sticker | Conspiracy Club (Holo),,False,False,0.88,Sticker | Conspiracy Club (Holo),48,
MAG-7 | SWAG-7,FIELD_TESTED,False,False,0.22,MAG-7 | SWAG-7 (Field-Tested),48,
Sticker | TACO | Berlin 2019,,False,False,0.1,Sticker | TACO | Berlin 2019,48,
StatTrak™ Glock-18 | Warhawk,FIELD_TESTED,False,False,0.27,Glock-18 | Warhawk (Field-Tested),48,
MAG-7 | BI83 Spectrum,MINIMAL_WEAR,False,False,4.0,MAG-7 | BI83 Spectrum (Minimal Wear),48,
AK-47 | Redline,FIELD_TESTED,False,False,32.39,AK-47 | Redline (Field-Tested),48,
Charm | Stitch-Loaded,,False,False,0.25,Charm | Stitch-Loaded,48,
Desert Eagle | Corinthian,FACTORY_NEW,False,False,1.58,Desert Eagle | Corinthian (Factory New),48,
seang@res | Cologne 2015,,False,False,2.8,Sticker | seang@res | Cologne 2015,48,
Sticker | ZywOo (Champion) | Austin 2025,,False,False,0.1,Sticker | ZywOo (Champion) | Austin 2025,48,
Sawed-Off | Apocalypto,WELL_WORN,False,False,0.25,Sawed-Off | Apocalypto (Well-Worn),48,
G3SG1 | Green Apple,FACTORY_NEW,False,False,0.37,G3SG1 | Green Apple (Factory New),48,
Five-SeveN | Boost Protocol,MINIMAL_WEAR,False,False,4.8,Five-SeveN | Boost Protocol (Minimal Wear),48,
Sticker | Mister Chief,,False,False,1.35,Sticker | Mister Chief,48,
Desert Eagle | Code Red,FIELD_TESTED,False,False,19.93,Desert Eagle | Code Red (Field-Tested),47,
MAC-10 | Allure,FIELD_TESTED,True,False,0.41,StatTrak™ MAC-10 | Allure (Field-Tested),47,
Sticker | Please Return To,,False,False,0.6,Sticker | Please Return To,47,
Desert Eagle | Bronze Deco,FACTORY_NEW,True,False,3.5,StatTrak™ Desert Eagle | Bronze Deco (Factory New),47,
Sticker | Zeused,,False,False,0.35,Sticker | Zeused,47,
Desert Eagle | Corinthian,FIELD_TESTED,False,False,0.39,Desert Eagle | Corinthian (Field-Tested),47,
Glock-18 | Moonrise,FACTORY_NEW,False,False,5.72,Glock-18 | Moonrise (Factory New),47,
Sticker | ENCE (Holo) | Paris 2023,,False,False,0.69,Sticker | ENCE (Holo) | Paris 2023,47,
Katowice 2019 Legends Autograph Capsule,,False,False,6.25,Katowice 2019 Legends Autograph Capsule,47,
"Sticker | donk (Holo, Champion) | Shanghai 2024",,False,False,2.39,"Sticker | donk (Holo, Champion) | Shanghai 2024",47,
Sawed-Off | Black Sand,FIELD_TESTED,False,False,0.12,Sawed-Off | Black Sand (Field-Tested),46,
USP-S | Check Engine,MINIMAL_WEAR,False,False,0.89,USP-S | Check Engine (Minimal Wear),46,
Nova | Yorkshire,MINIMAL_WEAR,False,False,1.41,Nova | Yorkshire (Minimal Wear),46,
Sticker | yuurih (Glitter) | Rio 2022,,False,False,0.13,Sticker | yuurih (Glitter) | Rio 2022,46,
USP-S | Torque,FACTORY_NEW,False,False,2.2,USP-S | Torque (Factory New),46,
Prisma Case Key,,False,False,14.91,Prisma Case Key,46,
MP7 | Urban Hazard,FACTORY_NEW,False,False,0.44,MP7 | Urban Hazard (Factory New),46,
