name,exterior,statTrak,souvenir,lowestPrice,marketHashName,quantity,dopplerClassName
Desert Eagle | Calligraffiti,BATTLE_SCARRED,True,False,0.45,StatTrak™ Desert Eagle | Calligraffiti (Battle-Scarred),8,
MP7 | Cirrus,MINIMAL_WEAR,True,False,3.6,StatTrak™ MP7 | Cirrus (Minimal Wear),8,
MP7 | Cirrus,BATTLE_SCARRED,False,False,0.2,MP7 | Cirrus (Battle-Scarred),8,
SG 553 | Atlas,MINIMAL_WEAR,True,False,0.6,StatTrak™ SG 553 | Atlas (Minimal Wear),8,
Sticker | TeSeS (Foil) | Austin 2025,,False,False,0.3,Sticker | TeSeS (Foil) | Austin 2025,8,
P2000 | Turf,FACTORY_NEW,True,False,10.95,StatTrak™ P2000 | Turf (Factory New),8,
Virtus.Pro | Cluj-Napoca 2015,,False,False,2.77,Sticker | Virtus.Pro | Cluj-Napoca 2015,8,
Sticker | tarik | Berlin 2019,,False,False,0.25,Sticker | tarik | Berlin 2019,8,
Sticker | G2 Esports | Atlanta 2017,,False,False,5.91,Sticker | G2 Esports | Atlanta 2017,8,
Sealed Graffiti | Smooch (Tracer Yellow),,False,False,0.2,Sealed Graffiti | Smooch (Tracer Yellow),8,
Five-SeveN | Midnight Paintover,WELL_WORN,False,False,0.33,Five-SeveN | Midnight Paintover (Well-Worn),8,
MP7 | Armor Core,MINIMAL_WEAR,False,False,0.17,MP7 | Armor Core (Minimal Wear),8,
Desert Eagle | Blaze,FACTORY_NEW,False,False,880.0,Desert Eagle | Blaze (Factory New),8,
Sticker | CeRq | Katowice 2019,,False,False,0.57,Sticker | CeRq | Katowice 2019,8,
UMP-45 | Scaffold,FACTORY_NEW,False,False,5.98,UMP-45 | Scaffold (Factory New),8,
DreamHack Cluj-Napoca 2015 Challengers (Foil),,False,False,65.0,DreamHack Cluj-Napoca 2015 Challengers (Foil),8,
M249 | Emerald Poison Dart,FACTORY_NEW,False,False,4.97,M249 | Emerald Poison Dart (Factory New),8,
Sticker | Loving Eyes (Holo),,False,False,6.65,Sticker | Loving Eyes (Holo),8,
★ Huntsman Knife | Gamma Doppler,FACTORY_NEW,False,False,390.1,★ Huntsman Knife | Gamma Doppler (Factory New),8,gamma-doppler-phase3
Five-SeveN | Capillary,FACTORY_NEW,True,False,1.49,StatTrak™ Five-SeveN | Capillary (Factory New),8,
Sticker | Chinggis Warriors (Foil) | Austin 2025,,False,False,1.93,Sticker | Chinggis Warriors (Foil) | Austin 2025,8,
★ Shadow Daggers | Gamma Doppler,FACTORY_NEW,False,False,175.0,★ Shadow Daggers | Gamma Doppler (Factory New),8,gamma-doppler-phase4
Sticker | tabseN (Glitter) | Rio 2022,,False,False,0.25,Sticker | tabseN (Glitter) | Rio 2022,8,
P250 | Sedimentary,MINIMAL_WEAR,False,False,0.26,P250 | Sedimentary (Minimal Wear),8,
P250 | Asiimov,BATTLE_SCARRED,False,False,4.14,P250 | Asiimov (Battle-Scarred),8,
Sticker | Team Liquid (Gold) | Rio 2022,,False,False,5.5,Sticker | Team Liquid (Gold) | Rio 2022,8,
Sticker | arT | Rio 2022,,False,False,0.3,Sticker | arT | Rio 2022,8,
P2000 | Dispatch,FIELD_TESTED,False,False,22.53,P2000 | Dispatch (Field-Tested),8,
MAG-7 | Copper Coated,BATTLE_SCARRED,False,False,0.24,MAG-7 | Copper Coated (Battle-Scarred),8,
M4A4 | Etch Lord,FACTORY_NEW,False,False,9.75,M4A4 | Etch Lord (Factory New),8,
M4A4 | Etch Lord,BATTLE_SCARRED,True,False,1.21,StatTrak™ M4A4 | Etch Lord (Battle-Scarred),8,
M4A1-S | Glitched Paint,MINIMAL_WEAR,False,False,17.08,M4A1-S | Glitched Paint (Minimal Wear),8,
M249 | Contrast Spray,MINIMAL_WEAR,False,False,0.83,M249 | Contrast Spray (Minimal Wear),8,
Sticker | xseveN (Foil) | Berlin 2019,,False,False,0.38,Sticker | xseveN (Foil) | Berlin 2019,8,
Glock-18 | Red Tire,FIELD_TESTED,False,False,2.8,Glock-18 | Red Tire (Field-Tested),8,
PP-Bizon | Harvester,FACTORY_NEW,True,False,5.28,StatTrak™ PP-Bizon | Harvester (Factory New),8,
Negev | Boroque Sand,BATTLE_SCARRED,False,False,1.0,Negev | Boroque Sand (Battle-Scarred),8,
Sticker | REZ | Berlin 2019,,False,False,0.19,Sticker | REZ | Berlin 2019,8,
Sticker | Scavenger (Holo),,False,False,0.59,Sticker | Scavenger (Holo),8,
M4A4 | Spider Lily,FIELD_TESTED,False,False,8.38,M4A4 | Spider Lily (Field-Tested),8,
Five-SeveN | Fairy Tale,MINIMAL_WEAR,False,False,43.33,Five-SeveN | Fairy Tale (Minimal Wear),8,
M4A4 | Desolate Space,BATTLE_SCARRED,False,False,9.99,M4A4 | Desolate Space (Battle-Scarred),8,
★ Moto Gloves | Smoke Out,FIELD_TESTED,False,False,200.0,★ Moto Gloves | Smoke Out (Field-Tested),8,
StatTrak™ MP7 | Powercore,BATTLE_SCARRED,False,False,0.57,MP7 | Powercore (Battle-Scarred),8,
★ Hand Wraps | CAUTION!,FIELD_TESTED,False,False,237.19,★ Hand Wraps | CAUTION! (Field-Tested),8,
P90 | Trigon,MINIMAL_WEAR,False,False,9.26,P90 | Trigon (Minimal Wear),8,
Trapper | Guerrilla Warfare,,False,False,66.0,Trapper | Guerrilla Warfare,8,
P90 | Teardown,MINIMAL_WEAR,False,False,0.9,P90 | Teardown (Minimal Wear),8,
P90 | Blind Spot,FACTORY_NEW,False,False,11.58,P90 | Blind Spot (Factory New),8,
P90 | Cocoa Rampage,MINIMAL_WEAR,False,False,1.3,P90 | Cocoa Rampage (Minimal Wear),8,
Mahjong Rooster,,False,False,0.55,Sticker | Mahjong Rooster,8,
Sticker | Kvik | Katowice 2019,,False,False,0.52,Sticker | Kvik | Katowice 2019,8,
AK-47 | The Empress,MINIMAL_WEAR,False,False,57.88,AK-47 | The Empress (Minimal Wear),8,
Zeus x27 | Dragon Snore,FIELD_TESTED,False,False,25.0,Zeus x27 | Dragon Snore (Field-Tested),8,
SSG 08 | Necropos,WELL_WORN,True,False,0.5,StatTrak™ SSG 08 | Necropos (Well-Worn),8,
Sealed Graffiti | Natus Vincere | Krakow 2017,,False,False,4.05,Sealed Graffiti | Natus Vincere | Krakow 2017,8,
AWP | Chrome Cannon,WELL_WORN,False,False,15.0,AWP | Chrome Cannon (Well-Worn),8,
Chef d'Escadron Rouchard | Gendarmerie Nationale,,False,False,44.0,Chef d'Escadron Rouchard | Gendarmerie Nationale,8,
Sealed Graffiti | Silver Bullet (Princess Pink),,False,False,0.14,Sealed Graffiti | Silver Bullet (Princess Pink),8,
Sticker | AdreN | Katowice 2019,,False,False,0.3,Sticker | AdreN | Katowice 2019,8,
P90 | Off World,BATTLE_SCARRED,True,False,0.22,StatTrak™ P90 | Off World (Battle-Scarred),8,
MP7 | Just Smile,BATTLE_SCARRED,True,False,0.83,StatTrak™ MP7 | Just Smile (Battle-Scarred),8,
UMP-45 | Bone Pile,FIELD_TESTED,False,False,6.5,UMP-45 | Bone Pile (Field-Tested),8,
Patch | Rage,,False,False,9.75,Patch | Rage,8,
Desert Eagle | Mecha Industries,WELL_WORN,False,False,4.23,Desert Eagle | Mecha Industries (Well-Worn),8,
Desert Eagle | Mecha Industries,MINIMAL_WEAR,True,False,13.74,StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear),8,
LUCAS1 | Krakow 2017,,False,False,4.06,Sticker | LUCAS1 | Krakow 2017,8,
HEN1 | Krakow 2017,,False,False,1.51,Sticker | HEN1 | Krakow 2017,8,
Perfect World Sticker Capsule 1,,False,False,0.95,Perfect World Sticker Capsule 1,8,
Sergeant Bombson | SWAT,,False,False,25.65,Sergeant Bombson | SWAT,8,
Galil AR | Firefight,BATTLE_SCARRED,True,False,0.6,StatTrak™ Galil AR | Firefight (Battle-Scarred),8,
G3SG1 | Hunter,WELL_WORN,True,False,0.11,StatTrak™ G3SG1 | Hunter (Well-Worn),8,
SCAR-20 | Jungle Slipstream,FIELD_TESTED,False,False,0.2,SCAR-20 | Jungle Slipstream (Field-Tested),8,
MP7 | Guerrilla,BATTLE_SCARRED,False,False,0.52,MP7 | Guerrilla (Battle-Scarred),8,
Sticker | fer | Katowice 2019,,False,False,0.94,Sticker | fer | Katowice 2019,8,
Sticker | VINI (Glitter) | Antwerp 2022,,False,False,0.37,Sticker | VINI (Glitter) | Antwerp 2022,8,
Sticker | Kaze | Shanghai 2024,,False,False,0.1,Sticker | Kaze | Shanghai 2024,8,
P250 | See Ya Later,BATTLE_SCARRED,False,False,2.38,P250 | See Ya Later (Battle-Scarred),8,
Tec-9 | Cracked Opal,MINIMAL_WEAR,False,False,0.46,Tec-9 | Cracked Opal (Minimal Wear),8,
USP-S | Desert Tactical,FACTORY_NEW,False,True,2.75,Souvenir USP-S | Desert Tactical (Factory New),8,
MAC-10 | Tatter,FACTORY_NEW,False,False,13.5,MAC-10 | Tatter (Factory New),8,
MP7 | Guerrilla,MINIMAL_WEAR,False,False,1.78,MP7 | Guerrilla (Minimal Wear),8,
Sawed-Off | Morris,MINIMAL_WEAR,False,False,0.38,Sawed-Off | Morris (Minimal Wear),8,
MP7 | Guerrilla,WELL_WORN,False,False,0.51,MP7 | Guerrilla (Well-Worn),8,
G3SG1 | Orange Crash,FIELD_TESTED,True,False,0.22,StatTrak™ G3SG1 | Orange Crash (Field-Tested),8,
Spectrum 2 Case Key,,False,False,14.34,Spectrum 2 Case Key,8,
PP-Bizon | High Roller,WELL_WORN,False,False,1.65,PP-Bizon | High Roller (Well-Worn),8,
CZ75-Auto | Tacticat,MINIMAL_WEAR,False,False,3.69,CZ75-Auto | Tacticat (Minimal Wear),8,
XM1014 | Ziggy,BATTLE_SCARRED,False,False,0.32,XM1014 | Ziggy (Battle-Scarred),8,
★ Huntsman Knife,Not Painted,False,False,210.0,★ Huntsman Knife,8,
MP5-SD | Phosphor,WELL_WORN,False,False,2.88,MP5-SD | Phosphor (Well-Worn),8,
MAC-10 | Rangeen,BATTLE_SCARRED,False,False,0.3,MAC-10 | Rangeen (Battle-Scarred),8,
MAC-10 | Rangeen,FACTORY_NEW,True,False,2.0,StatTrak™ MAC-10 | Rangeen (Factory New),8,
Sealed Graffiti | Chef Kiss (Shark White),,False,False,1.31,Sealed Graffiti | Chef Kiss (Shark White),8,
MP5-SD | Phosphor,FACTORY_NEW,False,False,13.0,MP5-SD | Phosphor (Factory New),8,
UMP-45 | Exposure,MINIMAL_WEAR,False,False,4.0,UMP-45 | Exposure (Minimal Wear),8,
MAC-10 | Oceanic,MINIMAL_WEAR,True,False,0.43,StatTrak™ MAC-10 | Oceanic (Minimal Wear),8,
CZ75-Auto | Framework,FACTORY_NEW,False,True,0.4,Souvenir CZ75-Auto | Framework (Factory New),8,
wayLander | Krakow 2017,,False,False,3.27,Sticker | wayLander | Krakow 2017,8,
MP5-SD | Liquidation,MINIMAL_WEAR,True,False,0.2,StatTrak™ MP5-SD | Liquidation (Minimal Wear),8,
Sticker | KSCERATO | Berlin 2019,,False,False,0.36,Sticker | KSCERATO | Berlin 2019,8,
MAC-10 | Lapis Gator,FACTORY_NEW,True,False,2.93,StatTrak™ MAC-10 | Lapis Gator (Factory New),8,
AUG | Navy Murano,BATTLE_SCARRED,False,False,1.11,AUG | Navy Murano (Battle-Scarred),8,
MP9 | Music Box,MINIMAL_WEAR,False,True,0.19,Souvenir MP9 | Music Box (Minimal Wear),8,
Glock-18 | Neo-Noir,MINIMAL_WEAR,False,False,39.95,Glock-18 | Neo-Noir (Minimal Wear),8,
Sticker | brnz4n (Glitter) | Shanghai 2024,,False,False,0.12,Sticker | brnz4n (Glitter) | Shanghai 2024,8,
Desert Eagle | Heirloom,FIELD_TESTED,False,False,4.9,Desert Eagle | Heirloom (Field-Tested),8,
MAG-7 | Storm,MINIMAL_WEAR,False,True,0.22,Souvenir MAG-7 | Storm (Minimal Wear),8,
AWP | Duality,MINIMAL_WEAR,True,False,12.55,StatTrak™ AWP | Duality (Minimal Wear),8,
SG 553 | Desert Blossom,FIELD_TESTED,False,False,14.28,SG 553 | Desert Blossom (Field-Tested),8,
G3SG1 | Scavenger,MINIMAL_WEAR,False,False,0.77,G3SG1 | Scavenger (Minimal Wear),8,
PP-Bizon | Judgement of Anubis,FACTORY_NEW,False,False,19.98,PP-Bizon | Judgement of Anubis (Factory New),8,
MAG-7 | Metallic DDPAT,FACTORY_NEW,False,True,1.6,Souvenir MAG-7 | Metallic DDPAT (Factory New),8,
fer | Krakow 2017,,False,False,1.32,Sticker | fer | Krakow 2017,8,
TACO | Krakow 2017,,False,False,2.06,Sticker | TACO | Krakow 2017,8,
R8 Revolver | Junk Yard,FACTORY_NEW,True,False,3.84,StatTrak™ R8 Revolver | Junk Yard (Factory New),8,
M4A1-S | Emphorosaur-S,WELL_WORN,False,False,0.54,M4A1-S | Emphorosaur-S (Well-Worn),8,
Sticker | Natus Vincere (Holo) | Shanghai 2024,,False,False,7.25,Sticker | Natus Vincere (Holo) | Shanghai 2024,8,
MAG-7 | Cobalt Core,FACTORY_NEW,True,False,2.2,StatTrak™ MAG-7 | Cobalt Core (Factory New),8,
Sticker | Team Spirit (Holo) | Katowice 2019,,False,False,30.0,Sticker | Team Spirit (Holo) | Katowice 2019,8,
AWP | Neo-Noir,FIELD_TESTED,True,False,42.99,StatTrak™ AWP | Neo-Noir (Field-Tested),8,
Negev | Terrain,MINIMAL_WEAR,True,False,0.94,StatTrak™ Negev | Terrain (Minimal Wear),8,
MAG-7 | Sonar,FIELD_TESTED,False,False,0.24,MAG-7 | Sonar (Field-Tested),8,
MP7 | Mischief,MINIMAL_WEAR,False,False,0.6,MP7 | Mischief (Minimal Wear),8,
StatTrak™ Nova | Toy Soldier,FACTORY_NEW,False,False,8.95,Nova | Toy Soldier (Factory New),8,
★ Bowie Knife | Freehand,MINIMAL_WEAR,False,False,146.25,★ Bowie Knife | Freehand (Minimal Wear),8,
StatTrak™ Nova | Toy Soldier,BATTLE_SCARRED,False,False,0.45,Nova | Toy Soldier (Battle-Scarred),8,
Sawed-Off | Black Sand,MINIMAL_WEAR,False,False,0.2,Sawed-Off | Black Sand (Minimal Wear),8,
G3SG1 | Keeping Tabs,FIELD_TESTED,True,False,0.97,StatTrak™ G3SG1 | Keeping Tabs (Field-Tested),8,
USP-S | Pathfinder,MINIMAL_WEAR,False,False,31.8,USP-S | Pathfinder (Minimal Wear),8,
Sticker | shox (Foil) | Berlin 2019,,False,False,0.66,Sticker | shox (Foil) | Berlin 2019,8,
seized | Krakow 2017,,False,False,1.29,Sticker | seized | Krakow 2017,8,
Dosia | Krakow 2017,,False,False,2.94,Sticker | Dosia | Krakow 2017,8,
Sticker | Nemiga (Foil) | Austin 2025,,False,False,0.54,Sticker | Nemiga (Foil) | Austin 2025,8,
Sticker | susp | Shanghai 2024,,False,False,0.34,Sticker | susp | Shanghai 2024,8,
MP5-SD | Liquidation,FACTORY_NEW,True,False,3.47,StatTrak™ MP5-SD | Liquidation (Factory New),8,
SG 553 | Desert Blossom,MINIMAL_WEAR,False,True,0.19,Souvenir SG 553 | Desert Blossom (Minimal Wear),8,
P90 | Neoqueen,FACTORY_NEW,True,False,2.72,StatTrak™ P90 | Neoqueen (Factory New),8,
P90 | Neoqueen,BATTLE_SCARRED,True,False,0.71,StatTrak™ P90 | Neoqueen (Battle-Scarred),8,
shroud | Krakow 2017,,False,False,8.17,Sticker | shroud | Krakow 2017,8,
SSG 08 | Parallax,BATTLE_SCARRED,False,False,3.05,SSG 08 | Parallax (Battle-Scarred),8,
Sticker | Avangar | Katowice 2019,,False,False,2.55,Sticker | Avangar | Katowice 2019,8,
AUG | Plague,MINIMAL_WEAR,False,False,1.72,AUG | Plague (Minimal Wear),8,
Sealed Graffiti | Grimace (Monarch Blue),,False,False,0.19,Sealed Graffiti | Grimace (Monarch Blue),8,
tabseN | Krakow 2017,,False,False,1.09,Sticker | tabseN | Krakow 2017,8,
FAMAS | Grey Ghost,MINIMAL_WEAR,False,False,0.28,FAMAS | Grey Ghost (Minimal Wear),8,
Sticker | NAF (Holo) | Paris 2023,,False,False,0.59,Sticker | NAF (Holo) | Paris 2023,8,
Sealed Graffiti | Chef Kiss (Blood Red),,False,False,1.46,Sealed Graffiti | Chef Kiss (Blood Red),8,
"Music Kit | Perfect World, Ay Hey",,False,False,4.5,"Music Kit | Perfect World, Ay Hey",8,
StatTrak™ Masterminds Music Kit Box,,False,False,6.93,StatTrak™ Masterminds Music Kit Box,8,
M4A4 | Temukau,MINIMAL_WEAR,True,False,94.96,StatTrak™ M4A4 | Temukau (Minimal Wear),8,
MAG-7 | Praetorian,FIELD_TESTED,False,False,2.35,MAG-7 | Praetorian (Field-Tested),8,
Shanghai 2024 Dust II Souvenir Package,,False,False,2.5,Shanghai 2024 Dust II Souvenir Package,8,
Sealed Graffiti | 1G (Bazooka Pink),,False,False,6.5,Sealed Graffiti | 1G (Bazooka Pink),8,
Sticker | tiziaN | Katowice 2019,,False,False,0.31,Sticker | tiziaN | Katowice 2019,8,
MAG-7 | Praetorian,FACTORY_NEW,False,False,9.0,MAG-7 | Praetorian (Factory New),8,
PP-Bizon | Urban Dashed,MINIMAL_WEAR,False,False,0.1,PP-Bizon | Urban Dashed (Minimal Wear),8,
PP-Bizon | Brass,MINIMAL_WEAR,False,False,1.29,PP-Bizon | Brass (Minimal Wear),8,
allu | Krakow 2017,,False,False,1.89,Sticker | allu | Krakow 2017,8,
PP-Bizon | Cobalt Halftone,MINIMAL_WEAR,False,False,0.83,PP-Bizon | Cobalt Halftone (Minimal Wear),8,
Magisk | Krakow 2017,,False,False,3.35,Sticker | Magisk | Krakow 2017,8,
Patch | Metal Gold Nova,,False,False,6.85,Patch | Metal Gold Nova,8,
Sticker | Hello PP-Bizon,,False,False,0.24,Sticker | Hello PP-Bizon,8,
AUG | Fleet Flock,BATTLE_SCARRED,False,False,1.43,AUG | Fleet Flock (Battle-Scarred),8,
P250 | Vino Primo,BATTLE_SCARRED,False,False,1.22,P250 | Vino Primo (Battle-Scarred),8,
XM1014 | Banana Leaf,FIELD_TESTED,False,False,26.0,XM1014 | Banana Leaf (Field-Tested),8,
CZ75-Auto | Hexane,FACTORY_NEW,False,False,5.29,CZ75-Auto | Hexane (Factory New),8,
M4A4 | Choppa,BATTLE_SCARRED,True,False,0.2,StatTrak™ M4A4 | Choppa (Battle-Scarred),8,
SG 553 | Night Camo,FACTORY_NEW,False,False,0.7,SG 553 | Night Camo (Factory New),8,
Sticker | Techno4K (Holo) | Antwerp 2022,,False,False,0.75,Sticker | Techno4K (Holo) | Antwerp 2022,8,
Splyce (Holo) | MLG Columbus 2016,,False,False,54.9,Sticker | Splyce (Holo) | MLG Columbus 2016,8,
AWP | Corticera,MINIMAL_WEAR,False,False,26.13,AWP | Corticera (Minimal Wear),8,
SCAR-20 | Stone Mosaico,FIELD_TESTED,False,False,1.99,SCAR-20 | Stone Mosaico (Field-Tested),8,
AWP | Electric Hive,FIELD_TESTED,False,False,32.97,AWP | Electric Hive (Field-Tested),8,
MAC-10 | Calf Skin,MINIMAL_WEAR,False,True,0.84,Souvenir MAC-10 | Calf Skin (Minimal Wear),8,
FAMAS | Decommissioned,FIELD_TESTED,True,False,0.31,StatTrak™ FAMAS | Decommissioned (Field-Tested),8,
Sealed Graffiti | Hop (Desert Amber),,False,False,1.7,Sealed Graffiti | Hop (Desert Amber),8,
"Sticker | ropz (Foil, Champion) | Austin 2025",,False,False,2.99,"Sticker | ropz (Foil, Champion) | Austin 2025",8,
AWP | Redline,MINIMAL_WEAR,True,False,159.75,StatTrak™ AWP | Redline (Minimal Wear),8,
SG 553 | Aloha,MINIMAL_WEAR,True,False,1.18,StatTrak™ SG 553 | Aloha (Minimal Wear),8,
★ Survival Knife | Fade,FACTORY_NEW,False,False,279.99,★ Survival Knife | Fade (Factory New),8,
M4A4 | Choppa,FACTORY_NEW,False,False,4.0,M4A4 | Choppa (Factory New),8,
CZ75-Auto | Tigris,MINIMAL_WEAR,False,False,1.33,CZ75-Auto | Tigris (Minimal Wear),8,
CZ75-Auto | Pole Position,FACTORY_NEW,False,False,4.49,CZ75-Auto | Pole Position (Factory New),8,
Sticker | apEX (Holo) | Copenhagen 2024,,False,False,1.2,Sticker | apEX (Holo) | Copenhagen 2024,8,
USP-S | Cortex,BATTLE_SCARRED,True,False,5.15,StatTrak™ USP-S | Cortex (Battle-Scarred),8,
M4A4 | Choppa,WELL_WORN,True,False,0.2,StatTrak™ M4A4 | Choppa (Well-Worn),8,
AUG | Syd Mead,MINIMAL_WEAR,True,False,6.99,StatTrak™ AUG | Syd Mead (Minimal Wear),8,
AK-47 | Safety Net,FACTORY_NEW,False,False,18.84,AK-47 | Safety Net (Factory New),8,
MP5-SD | Necro Jr.,FACTORY_NEW,True,False,4.49,StatTrak™ MP5-SD | Necro Jr. (Factory New),8,
FAMAS | Afterimage,MINIMAL_WEAR,False,False,22.42,FAMAS | Afterimage (Minimal Wear),8,
★ Butterfly Knife | Crimson Web,FIELD_TESTED,False,False,1096.0,★ Butterfly Knife | Crimson Web (Field-Tested),8,
Glock-18 | Wraiths,FACTORY_NEW,True,False,11.95,StatTrak™ Glock-18 | Wraiths (Factory New),8,
AK-47 | Neon Revolution,FIELD_TESTED,True,False,47.84,StatTrak™ AK-47 | Neon Revolution (Field-Tested),8,
"StatTrak™ Music Kit | Feed Me, High Noon",,False,False,3.58,"Music Kit | Feed Me, High Noon",8,
Sticker | KRIMZ (Holo) | Paris 2023,,False,False,0.75,Sticker | KRIMZ (Holo) | Paris 2023,8,
Sealed Graffiti | OMG (Violent Violet),,False,False,1.41,Sealed Graffiti | OMG (Violent Violet),8,
Sticker | Overpass Diorama (Foil),,False,False,0.55,Sticker | Overpass Diorama (Foil),8,
M4A1-S | Night Terror,WELL_WORN,True,False,4.8,StatTrak™ M4A1-S | Night Terror (Well-Worn),8,
M4A1-S | Hyper Beast,WELL_WORN,False,False,16.5,M4A1-S | Hyper Beast (Well-Worn),8,
Team EnVyUs (Holo) | Katowice 2015,,False,False,85.99,Sticker | Team EnVyUs (Holo) | Katowice 2015,8,
MAC-10 | Sienna Damask,FACTORY_NEW,False,False,1.19,MAC-10 | Sienna Damask (Factory New),8,
P2000 | Acid Etched,FACTORY_NEW,False,False,32.28,P2000 | Acid Etched (Factory New),8,
USP-S | Night Ops,BATTLE_SCARRED,False,False,0.22,USP-S | Night Ops (Battle-Scarred),8,
P2000 | Acid Etched,FACTORY_NEW,True,False,7.5,StatTrak™ P2000 | Acid Etched (Factory New),8,
AK-47 | Jungle Spray,MINIMAL_WEAR,False,False,14.39,AK-47 | Jungle Spray (Minimal Wear),8,
XM1014 | Entombed,MINIMAL_WEAR,True,False,6.32,StatTrak™ XM1014 | Entombed (Minimal Wear),8,
Sticker | FURIA (Holo) | Antwerp 2022,,False,False,24.5,Sticker | FURIA (Holo) | Antwerp 2022,8,
PP-Bizon | Space Cat,BATTLE_SCARRED,True,False,0.26,StatTrak™ PP-Bizon | Space Cat (Battle-Scarred),8,
Sticker | biguzera (Holo) | Shanghai 2024,,False,False,0.49,Sticker | biguzera (Holo) | Shanghai 2024,8,
AWP | Chromatic Aberration,BATTLE_SCARRED,False,False,5.04,AWP | Chromatic Aberration (Battle-Scarred),8,
Sticker | JUST (Holo) | Copenhagen 2024,,False,False,3.2,Sticker | JUST (Holo) | Copenhagen 2024,8,
★ Hydra Gloves | Rattler,FIELD_TESTED,False,False,62.49,★ Hydra Gloves | Rattler (Field-Tested),8,
2021 Community Sticker Capsule,,False,False,1.0,2021 Community Sticker Capsule,8,
Glock-18 | Coral Bloom,MINIMAL_WEAR,False,False,4.29,Glock-18 | Coral Bloom (Minimal Wear),8,
Sticker | electronic (Holo) | Paris 2023,,False,False,0.89,Sticker | electronic (Holo) | Paris 2023,8,
AK-47 | Point Disarray,FIELD_TESTED,True,False,30.0,StatTrak™ AK-47 | Point Disarray (Field-Tested),8,
Glock-18 | Weasel,FACTORY_NEW,False,False,12.74,Glock-18 | Weasel (Factory New),8,
R8 Revolver | Fade,FACTORY_NEW,False,False,34.57,R8 Revolver | Fade (Factory New),8,
FAMAS | Doomkitty,MINIMAL_WEAR,True,False,4.45,StatTrak™ FAMAS | Doomkitty (Minimal Wear),8,
P2000 | Obsidian,FIELD_TESTED,False,False,1.24,P2000 | Obsidian (Field-Tested),8,
FAMAS | Hexane,FIELD_TESTED,False,False,1.79,FAMAS | Hexane (Field-Tested),8,
USP-S | PC-GRN,FIELD_TESTED,True,False,0.55,StatTrak™ USP-S | PC-GRN (Field-Tested),8,
Galil AR | Sandstorm,FIELD_TESTED,True,False,1.56,StatTrak™ Galil AR | Sandstorm (Field-Tested),8,
"Music Kit | Ben Bromfield, Rabbit Hole",,False,False,0.8,"Music Kit | Ben Bromfield, Rabbit Hole",8,
★ Gut Knife | Marble Fade,FACTORY_NEW,False,False,184.17,★ Gut Knife | Marble Fade (Factory New),8,
Five-SeveN | Buddy,FIELD_TESTED,True,False,1.36,StatTrak™ Five-SeveN | Buddy (Field-Tested),8,
P90 | Grim,BATTLE_SCARRED,True,False,0.16,StatTrak™ P90 | Grim (Battle-Scarred),8,
M249 | Downtown,FACTORY_NEW,False,False,2.95,M249 | Downtown (Factory New),8,
Sealed Graffiti | Uh Oh (Bazooka Pink),,False,False,0.16,Sealed Graffiti | Uh Oh (Bazooka Pink),8,
UMP-45 | Plastique,FACTORY_NEW,False,False,5.35,UMP-45 | Plastique (Factory New),8,
Sticker | Qikert (Holo) | Stockholm 2021,,False,False,1.05,Sticker | Qikert (Holo) | Stockholm 2021,8,
XM1014 | Canvas Cloud,FACTORY_NEW,False,False,0.8,XM1014 | Canvas Cloud (Factory New),8,
Luminosity Gaming | MLG Columbus 2016,,False,False,14.42,Sticker | Luminosity Gaming | MLG Columbus 2016,8,
Sealed Graffiti | Little EZ (Dust Brown),,False,False,0.13,Sealed Graffiti | Little EZ (Dust Brown),8,
★ Moto Gloves | Turtle,FIELD_TESTED,False,False,189.85,★ Moto Gloves | Turtle (Field-Tested),8,
P250 | Inferno,BATTLE_SCARRED,False,False,0.6,P250 | Inferno (Battle-Scarred),8,
Max (Holo),,False,False,1.2,Sticker | Max (Holo),8,
G3SG1 | Ancient Ritual,FACTORY_NEW,False,True,1.2,Souvenir G3SG1 | Ancient Ritual (Factory New),8,
Desert Eagle | Trigger Discipline,FIELD_TESTED,True,False,3.89,StatTrak™ Desert Eagle | Trigger Discipline (Field-Tested),8,
★ Hand Wraps | Cobalt Skulls,FIELD_TESTED,False,False,415.0,★ Hand Wraps | Cobalt Skulls (Field-Tested),8,
Galil AR | VariCamo,FACTORY_NEW,False,False,0.73,Galil AR | VariCamo (Factory New),8,
G3SG1 | Flux,BATTLE_SCARRED,False,False,7.08,G3SG1 | Flux (Battle-Scarred),8,
Negev | Drop Me,FACTORY_NEW,True,False,1.01,StatTrak™ Negev | Drop Me (Factory New),8,
P90 | Vent Rush,BATTLE_SCARRED,True,False,0.41,StatTrak™ P90 | Vent Rush (Battle-Scarred),8,
FAMAS | Hexane,MINIMAL_WEAR,False,False,3.7,FAMAS | Hexane (Minimal Wear),8,
Dual Berettas | Balance,FIELD_TESTED,False,False,1.05,Dual Berettas | Balance (Field-Tested),8,
Dual Berettas | Flora Carnivora,BATTLE_SCARRED,True,False,0.43,StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred),8,
Sticker | apEX (Champion) | Austin 2025,,False,False,1.0,Sticker | apEX (Champion) | Austin 2025,8,
Sealed Graffiti | Shining Star (Jungle Green),,False,False,0.26,Sealed Graffiti | Shining Star (Jungle Green),8,
