transfer_id,buy_price,buy_date,name,wear,rarityClassName,uuid,meta_offer_id,stackable,sale_id,offer_date_created,offer_date_trade_unlock,state,offer_date_sold,time_to_sell,commission_factor,selling_price,min_selling_price,profit
GTRPL6CZWNNE,55.0,2025-07-30,Operation Bravo Case,,common,,257.0,True,fa6c0265-3d34-4f5b-898b-fd263240a52f,2025-07-31,,AVAILABLE,,,0.05,63.65,57.91,5.47
GNTSFNLSSTTD,114.5,2025-09-29,AWP | Asiimov (Field-Tested),36.74,ancient,56848ea4-d4b6-4902-ad84-7c4eabac7ae6,65072130.0,False,56848ea4-d4b6-4902-ad84-7c4eabac7ae6,2025-10-02,,AVAILABLE,,,0.07,128.92,123.13,5.4
G33X3NATP0KH,55.49,2025-07-30,Operation Bravo Case,,common,,257.0,True,74abb3d9-28e4-4bcb-99c4-7fb2d260da92,2025-07-31,,AVAILABLE,,,0.05,63.65,58.42,4.98
GEUE9HGH58A9,59.99,2025-07-26,AWP | Printstream (Field-Tested),32.51,ancient,12ef1e09-742b-47c9-8662-94d66b88c3e5,63955584.0,False,12ef1e09-742b-47c9-8662-94d66b88c3e5,2025-07-27,,AVAILABLE,,,0.05,68.03,63.16,4.64
GSHNWGCF9NXW,32.74,2025-09-28,AK-47 | Redline (Field-Tested),34.79,legendary,3a62a7f0-38b4-4f8b-abc3-5eca4f810e72,65072129.0,False,3a62a7f0-38b4-4f8b-abc3-5eca4f810e72,2025-10-02,,AVAILABLE,,,0.07,40.01,35.22,4.47
G70PW8NNWKFC,32.39,2025-10-11,AK-47 | Redline (Field-Tested),32.66,legendary,765d191d-f047-4d1f-b21e-284188813c0c,65123152.0,False,765d191d-f047-4d1f-b21e-284188813c0c,2025-10-12,,AVAILABLE,,,0.08,40.01,35.22,4.42
GSKNZ9ZATETU,55.0,2025-08-09,AWP | Printstream (Field-Tested),35.45,ancient,4502ebe1-f3ef-4fba-aac9-e9bf218bc0b2,64521919.0,False,4502ebe1-f3ef-4fba-aac9-e9bf218bc0b2,2025-08-10,,AVAILABLE,,,0.05,62.33,57.91,4.21
G646K44ECFZ0,21.33,2025-10-23,M4A1-S | Black Lotus (Factory New),4.9,legendary,87f58ac4-a351-4cde-a1d7-5195425d52e2,65258589.0,False,87f58ac4-a351-4cde-a1d7-5195425d52e2,2025-10-25,,AVAILABLE,,,0.08,27.72,23.2,4.17
G2GX5ZGAA7TR,32.7,2025-10-05,AK-47 | Redline (Field-Tested),27.58,legendary,f1f9f7af-e9d1-4e6e-9feb-4d3ef6f09118,65118246.0,False,f1f9f7af-e9d1-4e6e-9feb-4d3ef6f09118,2025-10-12,2025-10-12,AVAILABLE,,,0.08,40.01,35.55,4.11
G2EU0ULG66SK,2.25,2025-10-06,Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021,,mythical,,36663838.0,True,44ae0a04-8204-4a55-8aac-dac9447a49b3,2025-10-07,,AVAILABLE,,,0.07,6.67,2.43,3.95
